"","c.0.000192779821770973..0.00784921318566422..0.00437600859838813.."
"1",0.000192779821770973
"2",0.00784921318566422
"3",0.00437600859838813
"4",6.24405079528407e-05
"5",1.31409500248274e-06
"6",0.000203982979387573
"7",0.00118068334753856
"8",8.64755136726634e-05
"9",0.00118500630574965
"10",5.06966655410895e-08
"11",0.000342068700712916
"12",3.37086416007717e-05
"13",3.46992908157645e-05
"14",0.000162278043382544
"15",0.0044782435887421
"16",2.10211491120761e-06
"17",0.00967868232410867
"18",6.85535491760173e-05
"19",0.00121959825092224
"20",2.12474009347266e-05
"21",0.0112548906665513
"22",0.00446608913231213
"23",0.00899576036526483
"24",0.000186456856898407
"25",2.45781157694567e-06
"26",6.21376030293429e-06
"27",0.000260958262552972
"28",0.0138683689841394
"29",7.45323370714285e-07
"30",0.0122894042690143
"31",3.60513237429664e-07
"32",0.000337034404594263
"33",0.00228248575596912
"34",0.000330504472708332
"35",1.48501882284054e-05
"36",0.000360122412173501
"37",0.000259748380839198
"38",0.000159139789511673
"39",0.00013438793185512
"40",0.01129592465517
"41",0.00446304230380204
"42",4.98777426084486e-06
"43",0.00283295125273522
"44",2.38611067506648e-05
"45",4.4868570749325e-05
"46",0.0166498197450863
"47",0.000171075381433706
"48",0.000505954368590854
"49",1.22756055402196e-05
"50",5.5341843291712e-06
"51",2.84702000517784e-05
"52",0.00138718184340851
"53",0.002651330257497
"54",0.000349456827778557
"55",4.20225317203583e-06
"56",0.029410044358551
"57",7.22328701754805e-05
"58",0.00171523096515615
"59",1.35235942061541e-06
"60",0.0096356280828552
"61",3.79726914662926e-07
"62",7.69912378178501e-05
"63",0.000104486759412298
"64",0.000585210794976918
"65",0.0015115169820119
"66",0.000132472867420583
"67",4.90256904232461e-06
"68",8.26932737453204e-06
"69",7.23162307797419e-06
"70",0.000943339384200711
"71",0.000351981678759554
"72",2.76840212796306e-05
"73",0.0013079298370973
"74",1.78318866875729e-05
"75",0.00014264867726707
"76",0.0286565685615831
"77",3.58269594245133e-05
"78",7.76770750602512e-06
"79",7.57764714152007e-05
"80",0.000456662345863713
"81",4.23289583271279e-06
"82",4.51489659897736e-05
"83",4.03112029982843e-05
"84",0.0148767867340863
"85",9.40758385440109e-05
"86",0.0125022466129894
"87",0.0118898384995762
"88",1.04709217833933e-05
"89",0.000211133080576506
"90",0.00171422629010597
"91",0.0292374704533602
"92",0.000271631695726765
"93",2.33414205193157e-05
"94",0.000431102476740894
"95",0.0199066576319686
"96",1.52627342710474e-05
"97",0.000252583095843647
"98",9.71303817481887e-07
"99",0.000641463576169571
"100",3.89950889862792e-07
"101",0.000845278628606034
"102",0.0176031418073457
"103",1.98166860479439e-08
"104",6.73957212873347e-05
"105",0.00029965460223656
"106",4.92426706830137e-05
"107",0.0375330488033956
"108",0.00233399739548301
"109",4.7411500265109e-05
"110",2.17483342395085e-06
"111",7.16042394117346e-05
"112",0.00020869203212523
"113",4.55757357038226e-06
"114",0.000130203869733906
"115",0.000609699150502279
"116",0.00114614540414748
"117",0.00109128652399247
"118",0.0142379972767266
"119",0.000100305921700694
"120",0.0058980670570552
"121",0.062714284265915
"122",0.0143216119362741
"123",7.01813662344151e-06
"124",0.00682758015638598
"125",0.000282693072360031
"126",0.000199956913831348
"127",8.22622131676292e-07
"128",0.00152563915945108
"129",0.0186566302891107
"130",2.686877922645e-07
"131",0.00683356427676879
"132",3.98233643745164e-05
"133",0.000699215600526273
"134",0.00530786345274745
"135",0.0013967419944368
"136",6.6645838234954e-07
"137",0.000106575785947914
"138",8.06659049804388e-06
"139",0.000431176225772487
"140",0.000109320051542164
"141",2.58480893399133e-05
"142",1.24503977160221e-05
"143",1.1616326524132e-05
"144",0.00087843788022407
"145",0.00593337988651418
"146",7.10202943162446e-05
"147",0.000131449383647254
"148",1.93525561168527e-05
"149",0.0058315294684474
"150",4.58425584607928e-08
"151",1.80744480606231e-06
"152",9.83364783109097e-06
"153",0.00280421664145504
"154",0.00491178403453237
"155",0.0126597437727492
"156",0.000372646609985236
"157",0.000147744710203603
"158",0.00351900616345398
"159",0.00232829627948679
"160",0.00669131932558446
"161",0.0613621431119193
"162",0.000671173403787081
"163",7.95744464153479e-05
"164",0.000523084068099409
"165",2.69868478022996e-05
"166",0.000405562302031552
"167",0.000193895137044661
"168",2.36724605686574e-05
"169",0.00297850094825936
"170",1.84689898698941e-06
"171",0.00100721897494624
"172",5.23996850825089e-07
"173",1.35818401860713e-07
"174",4.96057411516437e-07
"175",0.00162940628528813
"176",0.000556224537192866
"177",4.17173176721691e-05
"178",9.20249718692734e-07
"179",0.000762247549987662
"180",0.00950339766151031
"181",5.0515681539476e-06
"182",2.3288536770673e-06
"183",6.27403984961901e-05
"184",0.000827475011642342
"185",0.000271931605477778
"186",0.00257060498781607
"187",0.0020160101464231
"188",4.12164177857993e-05
"189",0.00713674541086456
"190",0.00157563876973332
"191",2.40828132488089e-05
"192",0.000641771189664773
"193",3.09126552233322e-06
"194",0.00325374570583649
"195",0.00121477525194463
"196",3.08566530944734e-05
"197",0.000270415507839607
"198",0.000238561626283966
"199",1.93268791978446e-05
"200",0.000938974763964073
