"","c.0.00417639040130236..0.000122656662236195..0.0424615635408889.."
"1",0.00417639040130236
"2",0.000122656662236195
"3",0.0424615635408889
"4",0.000113109188114748
"5",0.281431065697283
"6",0.197060950084406
"7",0.212929676035857
"8",0.0282634525778528
"9",0.000391113631041752
"10",0.000129257794674573
"11",0.0297802701840281
"12",0.000794186263854378
"13",0.0309908262710865
"14",0.00128560335031146
"15",0.000494809214788247
"16",0.00397531358933396
"17",0.00132633707230388
"18",0.0119715447610347
"19",0.00114863234895522
"20",0.00310737633917973
"21",0.00316011041176356
"22",0.00151043678459351
"23",0.000433928181414479
"24",0.00109771655089935
"25",0.00010618374315599
"26",0.00143474138612844
"27",0.0261736334768021
"28",0.0821785801770578
"29",0.00169122862174467
"30",0.774878883995084
"31",4.72539969613859e-05
"32",0.00759940289877569
"33",0.0685039760343439
"34",0.00194523820860616
"35",0.00119800644048347
"36",5.70019443894306e-06
"37",0.0012522059400192
"38",8.28260059354499e-05
"39",0.00065113323223266
"40",0.00014297627002091
"41",0.653926186275546
"42",0.0123714138030101
"43",0.0349902526245452
"44",0.00021906449915439
"45",0.000816356871041266
"46",0.00415045248578192
"47",0.00444583049732204
"48",0.0248630605107093
"49",0.000894750126570363
"50",0.000166682846432592
"51",0.00179194485501678
"52",0.0118233297155925
"53",0.00793391935572443
"54",0.0195774612584518
"55",0.0104725713330873
"56",0.000979494981737837
"57",0.0205251246702608
"58",0.00615602191059825
"59",7.04045576895903e-05
"60",0.0291639375301124
"61",3.58268379891711e-05
"62",7.64710979932586e-05
"63",5.1661490355986e-05
"64",0.00399250302476972
"65",0.000201839159983917
"66",0.000966157485929481
"67",1.15310993525024e-06
"68",0.00795187161582858
"69",0.0015096400672515
"70",0.0141806700839903
"71",0.038772213368567
"72",0.00706948591618903
"73",0.00217491086515241
"74",0.00215002148226143
"75",0.00206432929605496
"76",0.0668159807065389
"77",0.00164150175022364
"78",0.000185326958387208
"79",0.000626326257673005
"80",0.00614906440296938
"81",1.01216302602663e-05
"82",0.0305593684367569
"83",1.33417785288982e-06
"84",0.000544584584838611
"85",0.00454186876283828
"86",0.134007879517622
"87",0.020036177655809
"88",4.77420820012292e-05
"89",0.000423768806511484
"90",0.039240168224493
"91",4.20712231145102e-05
"92",0.00480927966968094
"93",0.00782644281601432
"94",0.000178387581478011
"95",0.0013737075521201
"96",0.0048297805135556
"97",0.00156918273582706
"98",0.0210983688850322
"99",0.00401474207885724
"100",0.0595061671304259
"101",0.000251932710651798
"102",0.000189356976812539
"103",0.00327071531111001
"104",0.000503207304182877
"105",0.000235279979864088
"106",0.00127379158594808
"107",4.19320302008347e-05
"108",0.119632694573329
"109",0.20023596701377
"110",0.0163662982254165
"111",0.0837510194722248
"112",0.000257369190687644
"113",1.32820912626861e-05
"114",0.00263194542181947
"115",0.339481891197267
"116",0.32318888868498
"117",0.0589533451934285
"118",0.0043941200002037
"119",0.0742058267845653
"120",4.53863229663063e-05
"121",8.36012793855428e-05
"122",0.000371846284512139
"123",0.0339091666876455
"124",0.00361653295873082
"125",0.00145448898298065
"126",0.000356509797920961
"127",7.8419462325624e-05
"128",0.131474440715294
"129",0.0399864280958997
"130",6.1115903583363e-05
"131",0.0173634347688294
"132",0.178641275325406
"133",0.00818587601982301
"134",0.000231854282912042
"135",0.009411110731242
"136",0.00750935077148674
"137",0.00193574079266346
"138",0.136018497042814
"139",0.000448040425538518
"140",0.000264940993347411
"141",0.0133931549231299
"142",0.00996333798348045
"143",0.00113040656064036
"144",0.110740391101699
"145",0.0557132970938674
"146",0.000225600789915916
"147",0.0168254581590782
"148",0.0136387657758985
"149",0.000779777933975922
"150",0.00287059097678887
"151",0.000132824268766379
"152",0.00153475280409732
"153",0.02912307505122
"154",0.00116985319284345
"155",0.0158304279541769
"156",0.00102673421712898
"157",0.00202077278326019
"158",7.61011921493986e-06
"159",0.00679438213694198
"160",3.01581146918437e-05
"161",0.00911370053873572
"162",0.0143054776111151
"163",0.00570701557559824
"164",6.71698786270013e-07
"165",0.000166896961218949
"166",0.0012400473765157
"167",0.0195091671818113
"168",0.0599596596476218
"169",6.83266960657197e-05
"170",0.0973447558625437
"171",4.33967368743406e-06
"172",0.00029655136351647
"173",0.00184321497568578
"174",0.00936946539499377
"175",0.0216052560314529
"176",0.000132953122853576
"177",0.000112747437016205
"178",0.0260315862652355
"179",0.000473456422913628
"180",0.00672961517901623
"181",0.00388414984706465
"182",0.0102382309711955
"183",0.00317352058044638
"184",0.0150456851160466
"185",0.0144692089436109
"186",0.319492613128507
"187",0.00135750759637642
"188",0.00112417489040943
"189",0.124140121969754
"190",0.0015462407352941
"191",0.0126380596108081
"192",1.4608412351154e-05
"193",0.217397953535066
"194",0.000352071159005657
"195",0.00427244709626438
"196",0.00402289764468687
"197",0.0139750209200277
"198",0.0702300809872973
"199",0.0145054700759921
"200",0.000171619856089445
