"","c.0.0142425259276772..0.0850514251536477..0.152440638900509.."
"1",0.0142425259276772
"2",0.0850514251536477
"3",0.152440638900509
"4",0.00437859606104974
"5",0.224506196387484
"6",0.0256166408285652
"7",0.284890315045545
"8",0.0108723895169783
"9",0.00828272387208279
"10",0.0265772669876946
"11",0.635142991608894
"12",0.0028068827897588
"13",0.000994786072473651
"14",0.0258908094242077
"15",0.388355499902337
"16",0.0405925568993803
"17",0.0111396830802731
"18",0.164302303107529
"19",0.474729553964343
"20",0.160785811996772
"21",0.0590295497470344
"22",0.00488425648351245
"23",0.374279490203377
"24",0.0525735116579414
"25",0.174436857637554
"26",0.0499385798945423
"27",0.00230151680757642
"28",0.0090320237825418
"29",0.0860526336046747
"30",0.0869834083733081
"31",0.00771847636587946
"32",0.0241218009148131
"33",0.0564001420307061
"34",0.00526647821061153
"35",0.602782503359374
"36",0.447506372743529
"37",0.207140742479028
"38",0.0572686739076407
"39",0.058661217498814
"40",0.00289173635396016
"41",0.033329246944179
"42",0.00717644114834989
"43",0.175689220818351
"44",0.071799719588749
"45",0.0440391248397699
"46",0.0311237346708158
"47",0.00174684935735727
"48",0.0888407160231394
"49",0.312265900711202
"50",0.0214736242448805
"51",0.0265455253805611
"52",0.672041980193912
"53",0.00433270736256342
"54",0.0119655079126375
"55",0.110960040317822
"56",0.00320387282060517
"57",0.528296114614786
"58",0.0200294586365676
"59",0.0527574185709663
"60",0.0804014236380625
"61",0.0107545976319193
"62",0.00090594963427234
"63",0.0673071073840523
"64",0.17660753110719
"65",0.0861889916268283
"66",0.00270305881444696
"67",0.511071019864713
"68",0.00738389718759063
"69",0.00409359837591024
"70",0.0643684317460071
"71",0.0373848899089236
"72",0.0432919113548247
"73",0.213646640055373
"74",0.00348236173587112
"75",0.186401925509478
"76",0.0735360644207731
"77",0.278597958599794
"78",0.0230931333159267
"79",0.96731102834313
"80",0.0448739983282881
"81",0.0755134176725733
"82",0.0261792930927401
"83",0.0212171014045519
"84",0.00830587800008582
"85",0.00624409224600756
"86",0.241584041061835
"87",0.6990124310419
"88",0.0430107616609145
"89",0.00560589284285274
"90",0.0352154982508412
"91",0.0220778606159362
"92",0.00441364394197692
"93",0.0703171783045573
"94",0.0710332625424696
"95",0.00101791091665494
"96",0.0478324420305649
"97",0.00325712230387881
"98",0.00528994961880737
"99",0.611843203866
"100",0.219072600474314
"101",0.530839635946629
"102",0.0290275304501582
"103",0.000437970102341716
"104",0.825917423931194
"105",0.536557826688745
"106",0.00328658398909507
"107",0.0297887880502937
"108",0.127992802665501
"109",0.125778540240251
"110",0.131116872209406
"111",4.25903438590459e-05
"112",0.00162526343547944
"113",0.00149480028307808
"114",0.00933440687254197
"115",0.826003720097874
"116",0.150629541353603
"117",0.00956107426421882
"118",0.00421117902485743
"119",0.00371105813767795
"120",0.386490840471305
"121",2.38803012236361e-05
"122",0.0630994920227151
"123",0.192046186722482
"124",0.0276286623718709
"125",0.0327986326693836
"126",0.214412008274524
"127",0.166095968667681
"128",0.0633428788197285
"129",0.0613978958864083
"130",0.0397302266468195
"131",0.000453589437720677
"132",0.336795485780301
"133",0.00293781501055033
"134",0.000562993774585023
"135",0.0212245336809753
"136",0.00236071301810521
"137",0.0146391394278755
"138",0.000256954473193867
"139",0.0318377694871439
"140",0.0522288738686954
"141",0.631285166678694
"142",0.311239514344794
"143",0.0326155169024068
"144",0.109817159030015
"145",0.00803547508555459
"146",0.0958929700215028
"147",0.00588317824446702
"148",0.572279274723704
"149",0.0827362073278381
"150",0.0163207253114039
"151",0.021251833823052
"152",0.315927065062885
"153",0.165405463412965
"154",0.000787119571628375
"155",0.0824663211585301
"156",0.617310275880434
"157",0.00399688226650997
"158",0.0548690393868626
"159",0.0247999221745324
"160",0.016643017039758
"161",0.0168423690535689
"162",0.0881030689553913
"163",0.0348091934756658
"164",0.26463397410643
"165",0.102560966485796
"166",0.0166776277414547
"167",0.00152458350002028
"168",0.0071273996484796
"169",0.371106110451114
"170",0.0124121575424916
"171",0.0241530988640076
"172",0.00914380006002696
"173",0.00829101950150609
"174",0.0186799301134638
"175",0.0115684799275717
"176",0.224450370075176
"177",0.374874410405433
"178",0.12836525366145
"179",0.0578023606236798
"180",0.00257017527361567
"181",0.120991030296885
"182",0.0015863465184708
"183",0.104758113652307
"184",0.00455235101157207
"185",0.0307026863067225
"186",0.0060394707632505
"187",0.00606091780683283
"188",0.000632944422204373
"189",0.0501631048703286
"190",0.00684535423290095
"191",0.00987139985140141
"192",0.0604097833328694
"193",0.00148477038416633
"194",0.0737893765195948
"195",0.048983974965466
"196",0.49034844696441
"197",0.014616147906416
"198",0.204064436718889
"199",0.508256299318586
"200",0.0982250080392851
