"","c.0.332626376055188..0.314383804793364..0.0908415465670137..0.0511998250597057.."
"1",0.332626376055188
"2",0.314383804793364
"3",0.0908415465670137
"4",0.0511998250597057
"5",0.684175988899733
"6",0.941002877385185
"7",0.0542919882925654
"8",0.0439667114999699
"9",0.716689544951078
"10",0.0549341192047296
"11",0.162995056249994
"12",0.829602512324211
"13",0.0163051945595761
"14",0.0982285160788257
"15",0.448307765120923
"16",0.124733782607251
"17",0.257069339864223
"18",0.000547299633571639
"19",0.454135216986987
"20",0.00736271866462038
"21",0.0702354213058808
"22",0.0732273747529155
"23",0.00474930137685917
"24",0.224103560033251
"25",0.0232613311600585
"26",0.017937177098601
"27",0.199685234203048
"28",0.0208637274509697
"29",0.0126455773915445
"30",0.274248852189833
"31",0.66004214815845
"32",0.000896584829280012
"33",0.018788874395679
"34",0.106496836031755
"35",0.150179853927636
"36",0.0191827854446244
"37",0.0268147860017014
"38",0.111826740952656
"39",0.527863199839718
"40",0.00993632980510408
"41",0.0935703410161837
"42",0.00658580358593115
"43",0.678199931943028
"44",0.0546685317883641
"45",0.703483246931528
"46",0.159821395967679
"47",0.0221632968623784
"48",0.106941890151903
"49",0.214979720957991
"50",0.144629679319751
"51",0.960643926469465
"52",0.317036974776316
"53",0.0283189775742186
"54",0.13040540426833
"55",0.276560720544343
"56",0.0502514747161607
"57",0.0145909354148661
"58",0.703331944121232
"59",0.291685783223887
"60",0.915002604419482
"61",0.0375538270578211
"62",0.00225492128479869
"63",0.00580506769480473
"64",0.0222355994263435
"65",0.116934367835994
"66",0.0734248491642317
"67",0.678101531002048
"68",0.00352188676976281
"69",0.151689093007184
"70",0.00180614097730111
"71",0.139872196325712
"72",0.0961993182681186
"73",0.0839533758538575
"74",0.130201479615949
"75",0.0154325946375065
"76",0.0258506803236561
"77",0.280645130669088
"78",0.226053390819508
"79",0.0219107408425708
"80",0.000248083687298502
"81",0.0182923543437967
"82",0.000499897623934309
"83",0.0095365440802068
"84",0.0940991788646278
"85",0.211190916336442
"86",0.651297113331124
"87",0.250760355726304
"88",0.103918151072965
"89",0.163580963013471
"90",0.589784263069753
"91",0.44909312030045
"92",0.156563065671862
"93",0.641965333611297
"94",0.588710980078014
"95",0.00446968813227795
"96",0.00397800645011269
"97",0.166375376005871
"98",0.682675028490449
"99",0.29113968825703
"100",0.571528394191481
"101",0.525123425440734
"102",0.0294996251788732
"103",0.868888451982209
"104",0.0553606118255227
"105",0.0305888669178833
"106",0.0616213949320498
"107",1.14567408595069e-05
"108",0.0314016706659769
"109",0.0624488590948029
"110",0.764614372000977
"111",0.19923654478057
"112",0.113758379789824
"113",0.0552212526853407
"114",0.0199080680548867
"115",0.0372563903754066
"116",0.000599688457922408
"117",0.00660093109834292
"118",0.0172362945103669
"119",0.451986943214632
"120",0.572454147693786
"121",0.0679632353325197
"122",0.0805710106232318
"123",0.87233594735921
"124",0.101805021241917
"125",0.0453625989805433
"126",0.0194327829787579
"127",0.504191251455257
"128",0.28302743928351
"129",0.00695235815768686
"130",0.0702456731018159
"131",0.41154433633704
"132",0.103342801632626
"133",0.0306495380307729
"134",0.0658914382287114
"135",0.149020709175399
"136",0.867908895026246
"137",0.678043960123354
"138",0.781932901109712
"139",0.0133422744802258
"140",0.120222164810077
"141",0.246712547946034
"142",0.01316002590704
"143",0.217318789209513
"144",0.111467202248558
"145",0.0520889802823717
"146",0.20064180296489
"147",0.748737068447763
"148",0.742230736801318
"149",0.0838112353695969
"150",0.0790475701348698
"151",0.0287394633557361
"152",0.494002590006607
"153",0.151932314367782
"154",0.113706966995496
"155",0.20966694174949
"156",0.408744847645128
"157",0.00670864524738849
"158",0.241752752613368
"159",0.187633454213865
"160",0.00228520783237675
"161",0.0608819354494332
"162",0.733188502951367
"163",0.248983637509688
"164",0.210291886416941
"165",0.249446832843202
"166",0.068680246811588
"167",0.0270332817219984
"168",0.475929021228463
"169",0.0206620075486968
"170",0.740556886649334
"171",0.413291454416408
"172",0.00484074129839557
"173",0.00413084326307263
"174",0.0267557464695443
"175",0.2191490012393
"176",0.0863033286121173
"177",0.0529303100360743
"178",0.0529587621633289
"179",0.00533635601833398
"180",0.0261802117560163
"181",0.345422293171634
"182",0.0122672421781334
"183",0.868487551597591
"184",0.0127427379165938
"185",0.0283253965103137
"186",0.00609752076513419
"187",0.0108348167131338
"188",0.00881782626445236
"189",0.0352281231149234
"190",0.236383721184424
"191",0.164842462955654
"192",0.0234437121287941
"193",0.0716760967256907
"194",0.332104332735856
"195",0.74264445148062
"196",0.228578063208485
"197",0.0207559153382164
"198",0.00208864463171679
"199",0.848942974742536
"200",0.67556756269055
