"","c.0.156379346280867..0.000492534759924293..0.00126671818118808.."
"1",0.156379346280867
"2",0.000492534759924293
"3",0.00126671818118808
"4",0.00896258982859934
"5",0.000113854141238547
"6",0.050632048576831
"7",0.00248689140086402
"8",2.57275654406371e-05
"9",0.0435307875546185
"10",0.00297566634522739
"11",0.0028743465401961
"12",0.000535564730215011
"13",0.00134018386215926
"14",0.0675142650237446
"15",0.00554991391668782
"16",1.90815221762441e-05
"17",1.6887049395668e-05
"18",0.000138347785230803
"19",0.00369575856783013
"20",8.73166858353183e-05
"21",0.00186184136253924
"22",0.0185335481742598
"23",6.60258780513762e-06
"24",0.000305428613245856
"25",4.95277268641541e-05
"26",1.58590923936638e-05
"27",0.00987370391875018
"28",0.000344488342872302
"29",0.0182397942531437
"30",0.000580940879254536
"31",0.000119640283849623
"32",0.00905867191612513
"33",0.203465858510305
"34",0.00170896350961139
"35",1.9143001763289e-05
"36",9.31734449713508e-05
"37",0.042091890194524
"38",1.50675453964462e-05
"39",0.0692611743584898
"40",0.000620955724411519
"41",0.00195411619469422
"42",0.017104037356734
"43",0.000559195826075928
"44",0.0338221739623836
"45",7.15411162054609e-05
"46",2.83014589103859e-08
"47",4.4954352470503e-06
"48",0.000517408546140124
"49",7.93994331395189e-06
"50",0.000777261383137738
"51",0.000283643186955384
"52",0.13971899126005
"53",0.0655787338341281
"54",1.04230280115483e-05
"55",0.024552490389446
"56",0.000108534950018684
"57",1.31082349112227e-07
"58",0.00407922465975563
"59",2.78937020021959e-08
"60",0.00315256106575731
"61",0.000770415004913238
"62",0.00709238434777034
"63",0.0149537310630057
"64",0.00748653449381146
"65",7.29123222662442e-07
"66",8.60192155823288e-05
"67",0.0161492646400955
"68",0.000986452476194826
"69",7.67255656325168e-05
"70",0.172700652347831
"71",0.000232543151148479
"72",0.00333193041058067
"73",0.00779503700128395
"74",0.00290855679854341
"75",4.69581547279535e-05
"76",0.000316839746287455
"77",0.00283957379319726
"78",0.0037584126626826
"79",0.00344415693456191
"80",0.00978034833339791
"81",2.41549829596831e-05
"82",0.000375724193431411
"83",0.000143532943646726
"84",5.28038023846577e-07
"85",0.000378564427493655
"86",0.0456880074525597
"87",0.00118164524280031
"88",0.0657295275045232
"89",0.0251597159103898
"90",1.33322799060642e-05
"91",0.00139340602150046
"92",0.000555386673741072
"93",0.00791545073138794
"94",0.000912491974793112
"95",7.46997522119545e-07
"96",0.0189274138966267
"97",0.000925608277499946
"98",0.000283180737276239
"99",0.0105412954981537
"100",4.27837743508419e-05
"101",0.000219117388245581
"102",0.00280020479059797
"103",0.00795605906544321
"104",2.35085216879802e-05
"105",0.09928601765253
"106",0.0116309088881522
"107",0.00110249417787073
"108",3.09797882212129e-06
"109",0.00277139364521934
"110",0.0249478657549957
"111",0.700394963517772
"112",0.00078138435491543
"113",0.158195450480631
"114",5.06623191948618e-06
"115",0.0278507939322338
"116",0.00251057565683583
"117",0.0265580006146567
"118",0.0129796297675756
"119",0.000738540542924104
"120",0.000107611134648041
"121",0.00903084453634154
"122",0.00457047947781812
"123",0.0627475557955234
"124",0.0221897153615243
"125",3.45865958173839e-07
"126",0.00053335509879828
"127",0.000876592208883702
"128",0.000184436332555488
"129",0.000197551524190343
"130",0.000226055477711181
"131",0.00073721177157236
"132",0.00556389085990347
"133",0.0193255860299814
"134",0.00527116987432265
"135",0.0146154116932281
"136",2.56679676754417e-05
"137",1.46568919673162e-05
"138",0.00270176820059782
"139",0.000332467156704568
"140",0.00146915973436946
"141",0.124385997209001
"142",0.050342439955486
"143",0.00991350992623898
"144",0.0263528397310108
"145",0.0129539745228279
"146",0.000633100231755117
"147",1.76725955239718e-05
"148",0.0117850707668758
"149",0.00188087140830282
"150",0.00499421727853367
"151",0.0112717105095411
"152",2.31206654536544e-05
"153",0.0348764854834663
"154",0.000924521562830361
"155",0.00327369690935146
"156",0.00514062190880908
"157",0.0019720506952082
"158",0.00508562165365498
"159",0.000364925218917145
"160",0.00112235020046317
"161",1.84343909881612e-05
"162",3.27497532293528e-05
"163",0.00556954812714199
"164",0.00430886237484642
"165",5.19079216788351e-07
"166",0.00945655603192518
"167",0.000623308927814161
"168",0.00049324553259242
"169",0.00663452558400148
"170",1.58582735342864e-06
"171",0.000277884506221851
"172",0.000166641157636506
"173",0.00727517968543858
"174",0.0054208754423715
"175",0.606812778757153
"176",6.89936452487673e-05
"177",0.000834390426346961
"178",0.00209679582860664
"179",0.00226453789845763
"180",0.00148184021273209
"181",0.00123190842207875
"182",4.15857782486422e-05
"183",0.00246193881946183
"184",0.00120330025132417
"185",6.09697360246163e-07
"186",0.00961147415808689
"187",0.153070070890085
"188",0.0175784844686962
"189",3.23881230296222e-06
"190",5.53876633538529e-06
"191",0.00186079276346741
"192",0.107971063039635
"193",0.276198483885843
"194",0.00871443793552618
"195",0.0396487242350989
"196",0.0240692203215605
"197",0.140557072448187
"198",0.000122376702018809
"199",0.00025847347098425
"200",0.00669565582392039
