"","c.0.00284421510272532..0.0242308033667614..0.000861179445029182.."
"1",0.00284421510272532
"2",0.0242308033667614
"3",0.000861179445029182
"4",0.000155391669902486
"5",0.0173554434465333
"6",0.00671109656509101
"7",0.00155085780125182
"8",0.000964566481884154
"9",0.199508470441088
"10",0.046398431717788
"11",0.0104334964410978
"12",0.00108099725511547
"13",4.49525882264147e-05
"14",0.109233872421456
"15",0.0638200910844672
"16",0.000335420146038497
"17",0.103537999916211
"18",0.333752544928983
"19",0.00050166286514994
"20",0.000249998077941956
"21",0.00133861281240368
"22",0.0354185662319026
"23",0.0265285340532415
"24",0.0203694106411681
"25",0.00161831776571777
"26",0.000712872021541058
"27",0.000118121933851152
"28",0.0265772799094109
"29",0.0394816752938769
"30",0.280607716653339
"31",5.67028986764371e-05
"32",0.000842731068158491
"33",0.000164017735060768
"34",0.000195196437422993
"35",0.00228750684311727
"36",7.46088235607168e-06
"37",0.0720785070594356
"38",0.137551430510579
"39",0.0173491716950323
"40",0.0526752425022378
"41",0.00374084313388327
"42",0.00229818672541057
"43",0.00341095406168281
"44",0.00349120261396965
"45",0.000672599057769395
"46",0.136554643047523
"47",0.0199286044058789
"48",0.0343784583442949
"49",0.102911975021358
"50",0.0539575944998399
"51",0.028556268996453
"52",0.00287161812513363
"53",0.00544731875963843
"54",0.00522684607858622
"55",0.122125949847912
"56",0.00317525281033151
"57",0.00707351893124965
"58",6.83118118317325e-05
"59",0.000374496236290932
"60",0.00145582316622724
"61",0.000194944941252581
"62",0.00208934422205974
"63",0.00339802819514565
"64",0.00847433465574983
"65",0.00029662867499821
"66",0.0228478037992956
"67",0.00269423066638521
"68",0.000240882379329408
"69",2.1398924361024e-05
"70",0.0153360858857337
"71",0.0294764604859966
"72",0.00302566014117681
"73",0.0223063949245109
"74",0.00167726183230567
"75",0.039813904727971
"76",0.0773555760029603
"77",0.171336816781786
"78",0.00911155175502063
"79",0.06209516427688
"80",0.0618717148902704
"81",0.000953073489048419
"82",3.4530626915213e-05
"83",0.0597942069015173
"84",0.0551105945194686
"85",0.024283426702569
"86",0.280707855101847
"87",0.00254097409130711
"88",0.0041304994343182
"89",0.0721953051633216
"90",0.000827001822762571
"91",0.000208731426049766
"92",0.0069177266552157
"93",0.12543979046763
"94",0.00163674491734488
"95",0.187438943476909
"96",0.000365403877728827
"97",0.00138979257052788
"98",0.00562834013434787
"99",0.000649300326869794
"100",0.00139988501510458
"101",0.00414027924981381
"102",1.88849482768237e-06
"103",0.0800326177283627
"104",0.19828295989542
"105",0.000460381356977396
"106",0.0015049495973319
"107",0.00034062794807353
"108",0.0196667106552266
"109",5.13292886584423e-05
"110",0.111257476925247
"111",0.243240690239278
"112",0.0284502173675158
"113",0.000360903120699393
"114",0.119062200880512
"115",0.0101146514165113
"116",0.00286461675967127
"117",0.00330791427027893
"118",0.0247313269800949
"119",0.0239924542433012
"120",0.0487888134626449
"121",6.61066668966007e-05
"122",0.0668817590166195
"123",0.0050943284261436
"124",0.000368287286717837
"125",0.00563971065747039
"126",5.4097373076992e-06
"127",6.64601365930374e-05
"128",0.00110762785087882
"129",0.443391041435908
"130",0.290161955118871
"131",0.000212034397269515
"132",0.00102294623570576
"133",7.97233977873821e-05
"134",0.000447392415904439
"135",0.088388888000235
"136",0.000391691224903119
"137",0.143103704952303
"138",0.000342042001121754
"139",0.0446778632828422
"140",0.00384098403419424
"141",0.39537127548872
"142",0.000100200219275705
"143",0.0339318216973165
"144",0.0108862836016769
"145",0.20240692579566
"146",3.68150075485404e-05
"147",0.000333303975644811
"148",6.37240375374808e-05
"149",0.0481378795904301
"150",3.77686236839958e-05
"151",0.000122740113452711
"152",0.127549403514201
"153",0.0207313743489681
"154",0.000660436880398312
"155",0.0287683145716763
"156",0.00760463149723164
"157",0.00708432789744842
"158",0.0215207775505914
"159",0.0537856241239598
"160",2.98710785386169e-05
"161",0.00694221523041206
"162",0.000403720187985558
"163",0.000942563971063749
"164",0.0199707409927644
"165",0.0312751983242877
"166",0.000425527111831079
"167",0.0715897680942063
"168",4.00582005389267e-06
"169",0.0900384850234205
"170",0.00899604729210461
"171",0.0128970169376623
"172",0.000123829402064527
"173",0.00409919929051507
"174",0.0124518419170966
"175",0.000769829762075571
"176",0.0187698151087001
"177",0.000503423956665965
"178",0.081941922114242
"179",0.0524707461304397
"180",0.00149326821003702
"181",0.00890116108594145
"182",0.171288085530701
"183",5.27447025676035e-05
"184",0.0294884947623884
"185",0.0013519010757022
"186",0.00160544566495428
"187",0.00668763353219587
"188",0.050860055700306
"189",0.0530062148025613
"190",0.011645509059367
"191",0.201072743083394
"192",0.0076094337111941
"193",0.0107993978922543
"194",9.59237299230842e-05
"195",0.0438151798375524
"196",0.00169081196782472
"197",0.0243004812348074
"198",0.0709063203142813
"199",0.0118161871506783
"200",0.000447114378781213
