"","c.0.241160525798355..0.0833982082682231..0.00803165882311009.."
"1",0.241160525798355
"2",0.0833982082682231
"3",0.00803165882311009
"4",0.0774972676245122
"5",0.0129353994336801
"6",0.0013961125649879
"7",0.0456249158596119
"8",0.0365520262158991
"9",0.0518987483482234
"10",0.105842951749181
"11",0.00818512068005821
"12",0.0162520188032449
"13",0.00172329961713806
"14",0.731517316846995
"15",0.141822813307349
"16",0.0243666066183073
"17",0.0037620715967113
"18",0.129504044446419
"19",0.0188981786206619
"20",0.0275426904048253
"21",0.170093043520907
"22",0.00169071898171022
"23",0.0908189036968818
"24",0.00549979640280581
"25",0.0819034358700198
"26",0.114651282458655
"27",0.0343657271418546
"28",0.992734206728302
"29",0.0215755830909599
"30",0.0448477393104068
"31",0.0247287295766596
"32",0.0411062053824811
"33",0.000211818486954311
"34",0.192279903289514
"35",0.0113336487159149
"36",0.150939640824717
"37",0.0986484731397205
"38",0.0125484050120801
"39",0.0945736713059964
"40",0.104233086546496
"41",0.0999495773834903
"42",0.00646853309049234
"43",0.00131459190828169
"44",0.289789121771497
"45",0.0029230300281417
"46",0.0977125999124656
"47",0.220345591063385
"48",0.0120381926388138
"49",0.0407198177291973
"50",0.182194754318329
"51",0.261764913056032
"52",0.00677560477730392
"53",0.135362245082224
"54",0.000708968207014593
"55",0.027422722531848
"56",0.0526418889393127
"57",0.0145586803285445
"58",0.0211087977517642
"59",0.0297705597846357
"60",0.403901245324101
"61",0.0402023163626048
"62",0.0230108675603082
"63",0.0768287049855073
"64",4.37844910153381e-07
"65",0.0179710730274999
"66",0.11851372970523
"67",0.049238283302262
"68",0.00320706595672463
"69",0.0163527838542138
"70",0.0961339594272016
"71",0.0896328781423553
"72",0.0657011363500109
"73",0.00363423274208147
"74",0.00698205119535923
"75",0.0238012503003242
"76",4.18836353843314e-05
"77",0.00111309443281832
"78",0.00110658588861849
"79",0.00606668638134343
"80",0.0336537253959844
"81",0.0174054197701525
"82",0.0842277893332199
"83",0.158079358748844
"84",0.0504325121657163
"85",0.000100420642900077
"86",0.00335623520263572
"87",0.322565637604898
"88",0.189351239155236
"89",0.000363992287516907
"90",0.0346931571350476
"91",0.142038090665338
"92",0.106288249003041
"93",0.0108672566036208
"94",0.00489310793538491
"95",0.00910956493003623
"96",0.0526548668311856
"97",0.0222905196213572
"98",0.323086916310759
"99",0.00738101559098019
"100",0.000870216237041761
"101",0.0200838593109045
"102",0.000993372853064214
"103",0.000538591433570227
"104",0.0138731447888968
"105",0.0241687253766106
"106",0.175475396900295
"107",2.32269420469124e-05
"108",0.542760095489474
"109",0.515574211659827
"110",0.109834286644256
"111",0.000402479173094909
"112",0.00951180109795354
"113",0.00707684780844503
"114",0.0012393055688574
"115",0.140685652898751
"116",0.49973062644199
"117",0.0383251146487802
"118",0.140727225411074
"119",0.015548975166929
"120",0.000959804822858402
"121",0.0188042629024968
"122",0.208563514409274
"123",0.398377935283602
"124",0.00096496882168707
"125",0.0211070448909637
"126",0.0246862483119803
"127",0.0365630494181512
"128",0.00307635657895995
"129",0.198491437372586
"130",0.0119541050986482
"131",1.27575157029602e-05
"132",0.336815641185549
"133",0.0340160741931424
"134",0.00526383637600513
"135",0.0014531293020937
"136",0.00847920240740552
"137",0.0442812515861852
"138",0.0294231386242742
"139",0.0150890810637782
"140",0.000325120689336232
"141",0.00070784461918075
"142",1.019216804812e-05
"143",0.330600368214995
"144",0.893645756998
"145",0.172057679514819
"146",0.00629674310063563
"147",0.0555828541382748
"148",0.0613182480593365
"149",0.00525043103045826
"150",0.12081462105197
"151",0.0291565471478894
"152",0.230910696272318
"153",0.000451776863564329
"154",0.0994656781131514
"155",0.000120184624170803
"156",0.029921560214363
"157",0.0551460562483251
"158",0.376411357581341
"159",0.0154240035249054
"160",0.0296990413301001
"161",0.000304770955800786
"162",0.0316584212224138
"163",0.0116259460819569
"164",0.0642605258229854
"165",0.0299489491475531
"166",0.735405907336268
"167",0.13636633436016
"168",0.0613405752429848
"169",0.11982830021569
"170",0.108024161051102
"171",0.612409212943786
"172",0.0205230922752573
"173",0.206913565582252
"174",0.048112058719467
"175",0.180724967890205
"176",0.0156114285505066
"177",0.00520042553686198
"178",0.0820544490226028
"179",0.00896957148514322
"180",0.0133204232039291
"181",0.0915594340057432
"182",0.00688435349807715
"183",0.424457139781658
"184",0.0115887751900692
"185",0.134206371205636
"186",0.00684229713356332
"187",0.012772102124735
"188",0.00158414699426004
"189",0.128852123409592
"190",0.0949551875553542
"191",0.0805324800806556
"192",0.000865649973447859
"193",0.0399912207318783
"194",0.167321742002238
"195",0.257212598075966
"196",0.987825995718132
"197",0.00609994210221262
"198",0.104286254514127
"199",0.0015769024872807
"200",0.0824245493609627
